word,category,meanings,is
फाट्टफुट्ट,क्रियो.,एउटा दुईटा गरेर; पातलो वा छरिएको किसिमले,SISI
तन्नेरी,सङ्.  ना.,"जोश र जांगरले भएको जवान युवक
उमेर पुगेको; वयस्क; जवान",SSS
बिस्कुन,ना.,सुकाउन घाममा फिँजाएर राखिएको अन्न,SII
बिस्तारै,क्रियो.,अलिअलि गरेर; ढिलो गतिमा,SSS
बिहिबार,ना.,बुधवार भन्दा पछिल्लो र शुक्रवार भन्दा अघिल्लो दिन; नेपाली पात्रो अनुसार हप्ताको पाँचौँ दिन,IISI
फिल्टर,ना.,"पानी, तरल, ग्यास आदि पदार्थबाट अनावश्यक वस्तु छान्ने साधन वा यन्त्र
छान्ने वा छुट्टयाउने काम",SII
फुपू,सङ्.  ना.,बुबाकी दिदी वा बहिनी,IS
आर्मी,सङ्.  ना.,सेना; सैनिक,SS
आस्तिक,वि.,धर्म र ईश्वरमा विश्वास गर्ने,SII
ओहदा,ना.,कर्मचारीको तह वा दर्जा; पद,SIS
आलटाल,सङ्.  ना.,कुनै काम गर्दा ढिलाइ गर्ने बानी; अल्छिपन,SISI
मेगा,वि.,"आकार, परिमाण आदिमा निकै ठूलो",SS
एल्बम,सङ्.  ना.,श्रव्य वा श्रव्यदृष्य सामग्रीको सङ्कलन,SII
एरिया,असङ्.  ना.,जमिन वा कुनै ठाउँको निश्चित सीमा भित्रको क्षेत्र,SIS
एम्बुस,सङ्.  ना.,शत्रुपक्षलाई मार्न जमिनमुनि राखिएको धराप; बारुदी सुरुङ,SII
एथलेटिक्स,ना.,"दौडने, उफ्रने, भाला फ्याँक्ने आदि समावेश भएको खेलहरूको समूह",SISSI
एजेन्डा,ना.,"सभा, समारोह वा कुनै समूहले छलफलका लागि तय गरेको विषयवस्तु",SSS
एकेडेमी,ना.,"साहित्य, कला, संस्कृति आदि क्षेत्रमा अध्ययन अनुसन्धान जस्ता बौद्धिक काम गर्न गठन गरिएको संस्था",SSSS
फ्रिज,ना.,कुनै वस्तुलाई चिसो पारिराख्ने विद्युतीय साधन,II
भइगो,नि.,"ठिकै छ, होस जस्तो भाव व्यक्त गर्न प्रयोग गरिने शब्द",IIS
भगीरथ,गुवा.  वि.,निरन्तर र कहिल्यै नथाकीकन गरिरहेको; अथक,ISII
तराजु,सङ्.  ना.,कुनै वस्तुको तौल लिनको लागि प्रयोग गरिने यन्त्र; तुलो,ISI
तरेली,ना.,लहरै मिलेको ठाउँ वा वस्तु,ISS
भताभुङ्ग,वि.,सबै कुरा छरिएर बिग्रिएको; नमिलेको,ISSI
मेसो,ना.,"कुनै कुराको सिलसिला; चाँजोपाँजो
कुनै काम गर्ने तरिका",SS
तलतल,असङ्.  ना.,कुनै कुरा वा अम्मलको लत लागेपछि त्यसको उपभोग गर्न लाग्ने तीव्र इच्छा,IIII
भलिबल,ना.,निश्चित घेरा भित्र रहेर बीचमा जाली टाँगेर बाँडिएका दुई समुहबीच एकअर्कालाई बल पास गर्दै खेलिने खेल,IIII
आलोक,ना.,प्रकाश; उज्यालो,SSI
तस्बिर,सङ्.  ना.,क्यामेराले खीचेको फोटो;  कुनै कुराको आकृति हेरेर वा कल्पना गरेर बनाइएको चित्र,SII
तहसनहस,वि.,पूर्ण रूपले नष्ट,IIIIII
चक्कु,सङ्.  ना.,तिखो टुप्पो र समात्ने बिँड भएको धातुको सानो र धारिलो हतियार,SI
चटक्क,क्रियो.,"पूरै; एक्कासि
कसिलो वा छरितो हुने गरी",ISI
चरन,सङ्.  ना.,"गाईवस्तु, जनावर आदि चर्ने ठाउँ; चउर",III
भैँसी,सङ्.  ना.,"लामा सिङ्ग हुने, दुध, मासु आदिको लागि पालिने कालो वा सेतो वर्णको जुरो नभएको पोथी चौपाया",SS
चिटिक्क,क्रियो.,"टपक्क सुहाउने गरी; मिल्ने गरी
राम्रोसँग छाँट मिलेको; सुहाउँदो",ISI
चितुवा,सङ्.  ना.,बिरालो वर्गमा पर्ने टाटेपाङ्रे छाला भएको जङ्गली हिंस्रक जनावर,IIS
भ्याट,ना.,वस्तु वा सेवाको मूल्यमा सोझै लाग्ने कर; मूल्य अभिवृद्धि कर,SI
केबुल,ना.,"टेलिफोन, टेलिभिजन, इन्टरनेट आदि जोड्न प्रयोग गरिने तार",SII
बुलेटिन,ना.,कुनै संस्थाले प्रकाशित गर्ने छोटो समाचारपत्रिका,ISII
युरो,ना.,युरोपका विभिन्न देशहरूले चलाएको साझा मुद्रा,IS
तिहाइ,ना.,तीन भागको एक भाग,ISI
चिलिम,सङ्.  ना.,"गाँजा, तमाखु आदि खान प्रयोग गरिने सोली आकारको माटाको भाँडो",III
चिहान,सङ्.  ना.,मरेको मान्छेलाई गाड्ने ठाउँ,ISI
चीत्कार,ना.,"डर, त्रास, उत्तेजना, दुःख, पिडा आदिको कारणले चर्को स्वर निकालेर कराउँदाको आवाज
पीडा र वेदनाले भरिएको आवाज",SSI
चुचुरो,सङ्.  ना.,जमिनको भाग चुलिँदै गएर बनेको टुप्पो; टाकुरो ,IIS
मोडलिङ,ना.,मोडल भएर काम गर्ने पेशा,SIII
मोबाइल,ना.,"मोबाइल टेलिफोन
सजिलोसँग एक ठाउँबाट अर्को ठाउँमा लैजान सकिने",SSII
म्याच,ना.,कुनै पनि खेलको प्रतियोगिता; प्रतिस्प्रधा,SI
म्याडम,ना.,महिलालाई सम्मान गरेर सम्बोधन गरिने शब्द,SII
म्याराथन,ना.,२६ माइल वा ४२ किलोमिटरभन्दा केही बढी दूरी दौडेर खेलिने एउटा खेल,SSII
म्युजिक,ना.,बाद्ययन्त्रबाट निश्चित लय वा तानमा निकालिएको  मधुर धुन; संगित,III
चुस्त,वि.,छिटो-छरितो; फुर्तिलो; व्यवस्थित,SI
बेखबर,वि.,होस नभएको; खबर नभएको,SIII
रन,ना.,क्रिकेट खेलमा बल फर्काएपछि कुदेर फन्को मार्ने काम,II
राजपथ,ना.,गाडीसम्म चल्न सक्ने फराकिलो पक्की सडक; राजमार्ग,SIII
च्यानल,ना.,टेलिभिजन प्रशारणको लाइन नम्बर वा सो लाइनमार्फत  प्रशारण हुने कार्यक्रम,SII
छक्का,सङ्.  ना.,क्रिकेट खेलमा एकै पटकमा छ रन बराबरको अङ्क आउने अवस्था,SS
रिमिक्स,ना.,"गीत, संगित आदिलाई नयाँ रूप दिने काम",ISI
रुघा,ना.,"नाकबाट पातलो पानी आउने, आँखा रातो र रसिलो हुने ज्वरो आउने एक प्रकारको रोग",IS
कमान्डर,सङ्.  ना.,कुनै समूहको नेतृत्व गर्ने वा आदेश दिने अधिकार प्राप्त व्यक्ति,ISII
रुट,ना.,सवारी साधन हिँड्ने सुरु बिन्दुदेखि अन्तिम बिन्दुसम्मको बाटो,II
रुष्ट,वि.,धेरै रिसाएको; क्रोधित,SI
तेक्वान्दो,ना.,"हात, मुक्का र खुट्टाको पिँडुला र पञ्जाको अगाडिको भागले आफूलाई बचाउँदै विपक्षीलाई प्रहार गर्दै खेलिने कराँते जस्तै एक खेल",SSS
रेट,ना.,"वस्तु, चिज, सेवा आदिको प्रति एकाइ मूल्य; भाउ; दर",SI
रेफ्री,सङ्.  ना.,"फुटबल, भलिबल जस्ता खेलहरूमा नियमपूर्वक खेलाउने व्यक्ति",SS
रेमिटेन्स,ना.,विदेशमा कमाएर स्वदेशमा ल्याएको वा पठाएको पैसा,SISI
रेस्टुरेन्ट,सङ्.  ना.,खानाका साथै जलपान गर्ने ठाउँ;  भोजनालय,SISI
रोजगार,ना.,जीवन चलाउन गरिने व्यवसाय वा पेसा,SISI
जथाभाबी,क्रियो.,जता पायो उतै; नियम वा नियन्त्रणमा नरहीकन,ISSS
कमिज,सङ्.  ना.,"पूरा वा आधा बाहुला हुने, कठालो भएको र घाँटीदेखि छातिसम्म खुल्ला रहने वा टाँक लगाउन मिल्ने शरीरको माथिल्लो भागमा लगाइने कपडा",III
कम्पाउन्डर,सङ्.  ना.,अस्पताल वा औषधालयमा काम गर्ने औषधी सम्बन्धी ज्ञान राख्ने स्वास्थ्य प्राबिधिक,SSSII
रोजीरोटी,ना.,जीविकोपार्जनको साधन; रोजगारी,SSSS
रोडम्याप,ना.,कुनै समस्या समाधान गर्न वा निर्धारित लक्ष्य प्राप्त गर्नका लागि तय गरिएको मार्गचित्र; उपाय,SSSI
कम्प्लेक्स,सङ्.  ना.,"व्यापार, खेलकुद आदि सञ्चालन गर्ने उद्येश्यले निर्माण गरिएका ठूला-ठूला भवन अथवा एउटै कम्पाउन्डभित्र निर्माण गरिएका त्यस्ता भवनहरूको समूह",SSI
छानो,सङ्.  ना.,"मन्दिर, घर आदिको घामपानी छेक्ने सबैभन्दा माथिल्लो भाग",SS
बेसक्याम्प,ना.,"पहाड चढन वा सुरक्षाका लागि तोकिएको खाने, बस्ने सुविधा भएको ठाउँ",SSSI
रोमाञ्च,ना.,"खुसी, डर, रिस आदिले शरीर फुलेको अवस्था; खुसी",SSI
बेस्कन,क्रियो.,ज्यादै; धेरै,SII
बेस्करी,क्रियो.,धेरै; जोडले,SIS
रोयल्टी,ना.,सञ्चालन वा प्रकाशनको अनुमति दिए बापत सम्बन्धित अधिकारवालालाई तिर्नु पर्ने रकम,SSS
कर्डलेस,सङ्.  ना.,"मूल सेटबाट छुट्टयाएर तार नजोडिकन पर परसम्म पनि लगेर प्रयोग गर्न सकिने टेलिफोन सेट
विद्युतीय उपकरणसँग तारको माध्यमबाट नजोडिकन प्रयोग गर्न सकिने; ताररहित",SISI
रौनक,ना.,चहलपहल बढी भएको स्थिति; झिलिमिली; चमकदमक,SII
लगाव,ना.,"कुनै विचार, वस्तु, व्यक्ति आदिप्रति निरन्तर लागि रहने काम",ISI
कर्नर,सङ्.  ना.,फुटबल मैदानको कुनाबाट हानिने फ्रिकिक,SII
लट्ठी,सङ्.  ना.,"टेकेर हिँड्नको लागि प्रयोग गरिने बाँस वा काठको लौरो
काठ, बाँस, बेत आदिको सोझो लामो लौरो, डण्डी
हिर्काउने, चुट्ने, कुट्ने आदि प्रयोजनकोलागि हतियारको रूपमा प्रयोग गरिने काठ, बाँसको घोँचो वा लौरो",SS
लता,ना.,लहरा,IS
लबी,ना.,"घर, भवन, होटल आदिमा भएको मुख्य प्रवेश द्वारभित्रको खुला र फराकिलो कोठा
कुनै पनि विषयलाई लिएर बनेको समूह",IS
थकाली,ना.,"पश्चिम नेपालको मुस्ताङ थाकखोला मूल थलो भएका भट्टचन, शेरचन, गौचन जस्ता थरमा 'चन' लाग्ने आदिवासी जनजाति",ISS
लहैलहै,ना.,अरुको बहकाउ,ISIS
लाइट,ना.,ब्याट्रिबाट चल्ने उज्यालोका लागि प्रयोग गर्ने साधन; टर्च,SII
लात्ती,ना.,खुट्टा वा खुट्टाको प्रहार,SS
लाभ्रे,सङ्.  ना.,"लामखुट्टे, पुतलीजस्ता किराको लार्भा",SS
टापु,सङ्.  ना.,चारैतिर पानीले घेरिएको भूभाग,SI
लोकल,वि.,स्थानीय,SII
लोला,सङ्.  ना.,पानी तथा तरल पदार्थले भरिएको बेलुन,SS
ल्याब,सङ्.  ना.,कुनै पनि चिजको परिक्षण गर्ने ठाँउ; प्रयोगशाला,SI
दनुवार,ना.,नेपालको पहाडी क्षेत्रमा विशेष गरेर नदी किनारमा बसोबास गर्ने आर्य मूलको एक जाति,IISI
खाल्टो,ना.,साँघुरो र गहिरो ठाउँ;  खाडल; खाल्डो,SS
खीर,ना.,दूधमा चामल राखी पकाइने खानाको एक परिकार,SI
वयस्क,वि.,उमेर पुगेको,ISI
दन्त,ना.,दाँत,SI
वरिष्ठ,वि.,"उच्च पद वा तहको
कुनै क्षेत्रमा विशिष्ट ज्ञान भएको र लामो समयदेखि योगदान गरेको",ISI
बोनस,ना.,कुनै संस्थाले आफ्ना कर्मचारी तथा शेयर धनिहरूलाई प्रोत्साहनस्वरूप दिने मुनाफको केहि अंश,SII
जिम्दार,ना.,"धेरै जमिनको मालिक; भूमिपति
गाउँको ठूलोठालु मानिएको व्यक्ति",SSI
दमकल,सङ्.  ना.,आगो निभाउने यन्त्र जडान गरिएको मोटर,IIII
ट्रली,सङ्.  ना.,"अस्पताल, जहाज, ठूला भवन आदि ठाउँमा सामान ओसापसार गर्न प्रयोग गरिने धकेलेर वा विद्युत शक्तिबाट गुडाउन मिल्ने साधन",IS
दराई,ना.,नेपालको मध्ये क्षेत्रका नदि किनारमा बसोबास गर्ने एक अल्पसंख्यक जाति र यस जातिले बोल्ने भाषा,ISS
किञ्चित,क्रियो.,"थोरै पनि; अलिकति पनि; कत्ति पनि
थोरै; कम; केही",SII
वाक्क,ना.,"कुनै वस्तु, चिज, व्यक्ति आदिबाट विरक्त वा दिक्क भएको स्थिति
पेटभित्र पुगेको खानेकुरा मुखबाटै फर्कने काम; वमन",SI
केस,सङ्.  ना.,"कुनै विषय-वस्तुसँग सम्बन्धित मुद्दा, समस्या, झगडा वा काण्ड",SI
खुराक,ना.,"खानेकुरा
औषधी आदिको एक पटकमा सेवन गरिने मात्रा",ISI
खुसुक्क,रीवा.  क्रियो.,अरूले थाहा नपाउने गरी; गोप्य तरिकाले; सुटुक्क,ISI
खैनी,ना.,अम्मलको रूपमा सेवन गर्न चुना र सूर्तिको पात माडेको धुलो,SS
खोँच,ना.,दुई पहाडको बीचमा रहेको साँघुरो भू-खण्ड,SI
झिँगा,सङ्.  ना.,"छवटा खुट्टा र दुईवटा पखेटा भएको प्राय: फोहोर, बासी र सडेगलेका खानेकुरा खाने र घरबारीमा पाइने उड्ने कीरो; माखो",IS
डबल,सङ्.  ना.,"एक रुपियाँ बराबरको धातुको सिक्का
दुई गुनाको; दोब्बर",III
ढकमक्क,क्रियो.,"चारैतिर ढाकिने गरि फूलहरू फुल्दाको किसिम
फूलहरू वा कुनै वस्तुले पुरै ढाकेको",IISI
टक्कर,ना.,"दुई पक्षबीच होडबाजी, प्रतिस्पर्धा हुँदाको स्थिति; तँछाड मछाडको अवस्था",SII
टक्क,क्रियो.,"पूरा रोकिएर; स्थिर हुने गरी
चाहिने सबै पुगेर; ठ्याक्क",SI
टर्च,सङ्.  ना.,हातले समाउन सकिने ब्याट्रीबाट बल्ने बत्ती; लाइट,SI
ड्युटी,ना.,"पूरा गर्नु पर्ने जिम्मेवारी, कर्तव्य; निर्वाह गर्नु पर्ने उत्तरदायित्व",IS
विकेट,ना.,क्रिकेट खेलमा बल हानेर विपक्षको बल रक्षकलाई आउट गर्दा पाइने अंक,ISI
डिपो,सङ्.  ना.,"परिवार नियोजनको लागि महिलाले तीन तीन महिनामा लगाउने सुई; डिपो प्रोभेरा
बिभिन्न किसिमका सामानको बिक्री, वितरण केन्द्र",IS
कोश,सङ्.  ना.,शव्दहरू जम्मा गरी हरेक शव्दको अर्थ लेखिएको पुस्तक; शब्दकोश,SI
डिस्टिलरी,सङ्.  ना.,मदिराजन्य पेय पदार्थ उत्पादन गर्ने कारखाना,SIIS
टेन्डर,सङ्.  ना.,कुनै कार्यालयबाट तोकिएको सर्त बमोजिम काम गर्न दररेट सहित बुझाइने कबुलपत्र,SII
ड्याडी,ना.,बाबु; पिता,SS
टेनिस,ना.,सानो र हल्का बललाई  नेट सहितको फराकिलो टेबल अथवा  निश्चित सिमाना तोकिएको मैदानको मध्यभागमा ब्याटले हिर्काएर दुई अथवा चार जनाको बीचमा खेलिने खेल,SII
टावर,ना.,"माथितिर जाँदै गर्दा क्रमशः साँगुरिँदै जाने अग्लो स्तम्भ
ध्वनि तथा दृश्य सामग्रीको विद्युतीय प्रसारण विस्तारको लागि प्रसारण केन्द्रसँग सोझो सम्पर्क राख्न बनाइएको अग्लो संरचना",SII
क्वार्टर,ना.,आवास,SII
घुम्टो,ना.,"विवाहको बेला बेहुलीको अनुहार छोप्ने पातलो पछ्यौरा
टाउको ढाक्ने पछ्यौरा वा सारीको पल्ला
टाउको र अनुहार छोप्ने पर्दा; बुर्का
कुनै सतहलाई छोप्ने पातलो आवरण
मनमा उब्जेको भावलाई देखाउन नचाहँदा अनुहारमा देखिने परिवर्तन",SS
ब्याट्सम्यान,ना.,क्रिकेटमा ब्याट लिएर खेल्ने खेलाडी,SSSI
ब्यान्ड,ना.,"मिलेर गीत गाउने र बाजा बजाउनेहरूको सङ्गठित समूह
तरङ्गको आवृत्ति अनुसार रेडियो सेटमा गरिएको विभाजन",SI
ब्रिगेड,ना.,सेनाको गुल्म,ISI
घुन,ना.,"अनाज, गेडागुडी, काठ, कपास आदिमा लाग्ने एक प्रकारको किरो",II
ट्रेडमार्क,सङ्.  ना.,उत्पादित सामानमा जनाइने उत्पादक र वस्तुको गुणस्तरको पहिचान बोकेको र कानुनबमोजिम प्रतिलिपि अधिकार सुरक्षित भएकोले अरूले प्रयोग गर्न नपाउने नाम वा संकेत,SISI
क्यालेन्डर,सङ्.  ना.,भित्तामा झुण्ड्याउने पात्रो; भित्तेपात्रो,SSII
ग्लानि,ना.,पछुतो; पश्चाताप,SI
ग्रेड,ना.,"स्कुलमा लगभग एउटै उमेर र योग्यता भएका केटाकेटीहरूको समूह वा कक्षा 
हरेक वर्ष तलबमा वृद्धि हुने निश्चित रकम
कुनै कुरा, वस्तु आदिको योग्यता, महत्व आदिको स्तर",SI
विधेय,ना.,वाक्यमा कर्ताको बारेमा भनिएको कुरो,ISI
गद्दी,ना.,"राजा, महाराजा आदि शासकहरूले आफ्नो कार्यभार औपचारिक रूपमा सुरू गर्दा बस्ने विशेष आसन",SS
ग्यालरी,ना.,कला प्रदर्शनी गरिने घर वा कोठा,SIS
गद्गद,वि.,खुसीले आनन्दित भएको; प्रसन्न,SII
गन्जी,सङ्.  ना.,हात र टाउको छिराएर जीउमा लगाउने टाँक नभएको भित्री लुगा,SS
धावक,ना.,दौडने व्यक्ति,SII
धन्न,क्रियो.,अलिकतिले; करिब; झन्डै,SI
विरलै,क्रियो.,ज्यादै थोरै; अत्यन्तै कम,IIS
धराप,ना.,"मानिस, जनावर वा पशुपक्षीलाई थुन्न, समाउन वा मार्न बनाइने पासो
कुनै कुरामा हुने खतरा वा जोखिम",ISI
गरा,सङ्.  ना.,खेती गर्नको लागि मिलाएर तयार पारिएको जमीनको खण्ड,IS
गाग्री,ना.,पानी ल्याउन र राख्न प्रयोग गरिने घाँटी साँघुरो भएको धातु वा माटाको भाँडो,SS
गह,सङ्.  ना.,आँखाको तल्लो कोसभित्रको भाग,II
गिजा,ना.,दाँतलाई अड्याउने वरिपरिको मासुको भाग,IS
गिदी,ना.,प्राणीको चेतना प्रणाली संचालन गर्ने टाउकोभित्र रहेको खैरो पदार्थ; मस्तिष्क; मगज,IS
विह्वल,वि.,"शोक, चिन्ता, दुःख आदिको कारणले मनमा अशान्ति भएको; व्याकुल",SII
कानो,वि.,एउटा आँखा बिग्रिएर नदेख्ने भएको; एउटा आँखाले मात्र देख्न सक्ने,SS
वेश्या,सङ्.  ना.,यौनलाई पेसा बनाउने महिला,SS
वैध,गुवा.  वि.,"नियम, कानुनबमोजिमको; विधिपूर्वकको",SI
गुल्म,ना.,हतियारधारी सेना अथवा प्रहरीको गणभन्दा सानो र टुकडीभन्दा ठूलो तहको एकाइ,SI
दुरुस्त,वि.,जस्तोको त्यस्तै; काटिकुटि मिलेको,ISI
गैँडा,सङ्.  ना.,"नाकका टुप्पामा सानो सिंङ जस्तो अंग भएको, बाक्लो छाला हुने, गर्मी हावापानीमा पाइने विशाल शरीर भएको शाकाहारी जङ्गली जनावर",SS
व्यग्र,वि.,व्याकुल,SI
व्यञ्जन,ना.,"खानाका विभिन्न परिकार
स्वरको सहायताले उच्चारण हुने ध्वनि",SII
ग्रिनेड,सङ्.  ना.,हातले फ्याँकेर पड्काइने एक प्रकारको बम,ISI
दुष्ट,सङ्.  ना.,"अरूलाई दुःख दिने प्रवृत्ति भएको मानिस
अरूलाई दुःख दिने प्रवृत्ति भएको",SI
ओलम्पिक,ना.,अन्तरार्ष्ट्रिय स्तरमा प्रतियोगितात्मक रूपमा खेलिने सबैभन्दा ठूलो मानिएको खेल,SSII
उर्वर,गुवा.  वि.,धेरै उब्जनी हुन सक्ने,SII
उद्धृत,वि.,"कसैको भनाइ, लेख, ग्रन्थ आदिबाट लिइएको",SII
उद्गार,ना.,भनाइ; अभिव्यक्ति,SSI
उत्तानो,वि.,आकाशतिर मुख फर्केको,SSS
उड्डयन,ना.,आकाशमा उड्ने काम; उडान,SIII
देउडा,ना.,पश्चिम नेपालमा प्रचलित एक लोक नृत्यगीत,SIS
इनाम,ना.,राम्रो काम गरे बापत दिने पुरस्कार,ISI
आश्वस्त,वि.,"कुनै कुरा, काम, आदि पुरा गरिदिने वचन दिएको वा पाएको; विश्वस्त भएको",SSI
आरन,सङ्.  ना.,धातु पिटेर विभिन्न औजार तथा भाँडाकुँडा बनाउने ठाउँ,SII
देख्नु,एक.  क्रि.,आँखाले कुनै वस्तुको रुपरङ आदि थाहा पाउनु,SI
कन्डम,सङ्.  ना.,गर्भ नरहोस् वा यौनजन्य रोग नसरोस् भनी सम्भोगको समयमा पुरुषले आफ्नो लिंगमा लगाउने प्लास्टिकको खोल; पुरुषले प्रयोग गर्ने गर्भनिरोधक साधन,SII
करौँती,सङ्.  ना.,"फलाम, काठ, घाँस आदि काट्ने हतियारको धारमा बनाइएका मसिना दाँती वा त्यस्ता मसिना दाँती भएको हतियार",ISS
किस्ती,सङ्.  ना.,"भोजभतेरको समयमा खानेकुरा, पेयका गिलास आदि राखेर डुलाउँदै पाहुनालाई दिन अथवा अन्य सामानहरू राख्न प्रयोग गरिने कम गहिरो ठूलो थाल",SS
कुम्भ,सङ्.  ना.,"माटोबाट बनेको पानी राख्ने भाँडो
बाह्र राशिमध्येको एघारौं राशि",SI
अर्थ,ना.,"कुनै शब्दले बुझाउने कुरा
पैसा वा धनसम्पत्ति
कुनै कुराको महत्त्व वा मूल्य",SI
मुकुट,ना.,बहुमुल्य धातु र रत्नहरू जडेर बनाइएको टाउकोमा पहिरिने आभुषण,III
मुक्का,ना.,औँलाहरूलाई हत्केलामा कसिलो गरी खुम्च्याउँदा बनेको मुट्ठी,SS
पक्क,वि.,आश्चर्यचकित; वाल्ल,SI
पन्छी,सङ्.  ना.,"पखेटा भएको, शरीर भुत्लाले ढाकिएको, फुल पार्ने र चुच्चो भएको प्राणी; चरा",SS
पिङ,ना.,"घु्मेर, झुलेर वा मच्चिएर खेल्दै रमाइलो गर्नको लागि रूखको हाँगा वा कुनै तेर्सो काठमा झुण्ड्याइएको डोरी वा त्यस्तो कुनै वस्तु",II
खकार,ना.,घाँटीमा जम्मा भएको कफ,ISI
द्वन्द्व,ना.,एक अर्काबीच झगडा; लडाई; मारामार,SI
खैलाबैला,ना.,खलबल अथवा हल्लाखल्ला,SSSS
उब्जनी,ना.,उत्पादन; अन्नबाली,SIS
उम्दा,वि.,उत्तम; धेरै राम्रो,SS
उराठ,असङ्.  ना.,"दिक्दारी; उदासिनता; विरक्ति
मन नै उदास बनाउने किसिमको; नरमाइलो",ISI
केमिकल,ना.,"रसायनिक पदार्थ
अणु, परमाणुको बिचमा रासायनिक प्रतिक्रिया गराउने वा त्यसको परिणामबाट उत्पन्न भएको पदार्थ",SIII
बंकर,ना.,"सैनिक, लडाकु दस्ता आदिले आफ्नो सुरक्षार्थ अथवा शत्रुमाथि आक्रमण गर्न खनिएको खाडल",SII
बटर,ना.,दुधलाई प्रशोधन गरी बनाइएको बाक्लो चिल्लो पदार्थ,III
कन्दरा,ना.,"भीर, पहाडले घेरिएको गहिरो ठाउँ; खोँच।
अति दुर्गम र कुना खोँचहरूमा पर्ने क्षेत्र अथवा त्यस्तो ठाउँको बस्ती
भीर, पहरामा प्राकृतिक रूपले बनेका गुफा, ओडार आदि।",SIS
गढ,सङ्.  ना.,केन्द्र; अखडा,II
गलैँचा,सङ्.  ना.,सुतीको डोरीको तानमा ऊनले बुनेर बनाइएको ओछ्याउने वस्तु,ISS
गह्रौँ,वि.,"वजन बढी भएको
मन खिन्न गराउने, नरमाइलो किसिमको",SS
बल्छी,ना.,डोरीको एकातिर अङ्कुसे परेको र टुप्पो तिखो भएको फलामको टुक्रो र अर्कातिर समात्ने लामो बिँड भएको माछा मार्ने साधन,SS
कोखा,ना.,कम्मरभन्दा माथिको र काखीमुनिको करङ भन्दा तलको भाग,SS
बहार,ना.,"खुसी, आनन्द वा रमाइलो अवस्था; खुसियाली",ISI
बाइबल,ना.,इसाई धर्मको मुख्य गन्थ्र,SIII
बाल्टिन,ना.,"प्लास्टिक, धातु आदिबाट बनेको धातुको उझिन्डो भएको मुखतिर पूरै खुला भएको भाँडो",SII
बिँडो,ना.,बाबुबाजेको इज्जत वा प्रतिष्ठा,IS
बुर्जा,ना.,"घर, महल, भवन, किल्ला आदिको सबभन्दा माथिल्लो तलामा खुल्ला रहेको भाग",SS
बेतोड,ना.,कुनै वस्तुको ज्यादै तीव्र गति; वेग,SSI
दीपावली,असङ्.  ना.,बत्तीहरू बालेर झिलीमिली पार्ने काम,SSIS
गोटी,सङ्.  ना.,"पासा, बुद्धिचाल, क्यारेमबोर्ड आदि खेलमा प्रयोग गरिने काठ, धातु, प्लाष्टिक आदिबाट बनेका विभिन्न आकारका टुक्रा वस्तु",SS
घण्ट,सङ्.  ना.,धार्मिक कार्यमा प्रयोग गरिने धातुबाट बनेको रालो हल्लाएर बजाइने बाजा; घण्टा; घण्टी,SI
छैटौँ,क्रम.  वि.,क्रमानुसार छ नम्बरमा पर्ने,SS
घुस,असङ्.  ना.,काम छिटोछरितो ढङ्गले वा गैरकानुनी तरिकाले गराउन दिइने धन वा उपहार,II
रनभुल्ल,असङ्.  ना.,के गर्ने र के नगर्ने भनेर दोधारमा परेको अवस्था; अनिर्णयको अवस्था,IISI
टायल,सङ्.  ना.,घरको छाना छाउने र भुइँमा समेत ओछ्याइने माटो वा सिमेन्टबाट तयार गरिएको मोटाइ कम भएको चारपाटे वस्तु; ठूलो झिँगटी,SII
टेक्नोलोजी,ना.,प्रविधि,SSSS
तृप्त,गुवा.  वि.,अघाएको; सन्तुष्ट; प्रशन्न,SI
छिन,ना.,समयको सानो भाग; क्षण,II
नाली,सङ्.  ना.,फोहर पानी बग्ने बाटो; ढल,SS
लागि,नायो.,कुनै कामका निम्ति,SI
लथालिङ्ग,वि.,बिग्रेको; भत्केको,ISSI
बन्चरो,सङ्.  ना.,प्वाल पारेर लामो बिँड राखिएको एकातिर धार भएको काठ चिर्न वा काट्न प्रयोग गरिने फलामको हतियार,SIS
बरन्डा,सङ्.  ना.,घरको मुख्य भागदेखि बाहिरपट्टिको छानासहितको भाग,ISS
सपिङ,ना.,आवश्यक सामग्री किनमेल गर्ने काम,III
थेगो,सङ्.  ना.,बोल्दा बीच-बीचमा प्रयोग हुने तर खासै अर्थ नदिने शव्द,SS
साख,असङ्.  ना.,"व्यक्ति, सङ्घ संस्था वा कुनै निकायप्रतिको विश्वसनीयता
इज्जत, मान, प्रतिष्ठा आदि",SI
सुगर,असङ्.  ना.,"इन्सुलिनको कमीले हुने एक प्रकारको रोग; चिनी रोग
चिनी; ग्लुकोज",III
सोलार,सङ्.  ना.,सूर्यको प्रकाश वा तापबाट चल्ने; सूर्यसँग सम्बन्धित; सौर्य,SSI
हिस्सी,असङ्.  ना.,छाँटकाँट मिलेको रुप; सौन्दर्य,SS
हुर्मत,असङ्.  ना.,"व्यक्तिमा निहित मान प्रतिष्ठा आदि
इज्जत, मान प्रतिष्ठामाथिको आघात",SII
भुङ्ग्रो,असङ्.  ना.,"दाउरा बलिसकेपछिको कोइलाहरूको झरिलो र रापिलो अवस्था
आगोले जस्तो पोल्ने गर्मी; अत्यधिक तातो वातावरण
व्यहोर्न तथा पार गर्न धेरै गाह्रो पर्ने अवस्था",SS
